"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2005",58.0468150595703,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2006",61.9911443121492,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2007",66.7580532150067,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2008",71.3576968803517,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2009",75.0867164306314,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2010",77.2856995457963,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2011",81.7633498061321,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2012",84.3699353463276,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2013",88.6873482591514,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2014",92.4661866044348,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2016",107.282318733046,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2017",115.687671008677,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2018",125.952065234446,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2019",136.739604759942,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1970",9.64790103905635,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1971",10.8556738055798,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1972",11.9655190508787,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1973",13.4527932858473,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1974",15.0073926919461,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1975",16.9210596774063,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1976",22.1436165232337,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1977",30.6741255967929,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1978",33.2088373899256,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1979",31.4782946466783,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1980",28.8709244373251,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1981",25.9695987137626,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1982",23.1129208972617,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1983",23.5290247524166,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1984",23.362256655675,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1985",23.4018936374799,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1986",24.5181757678133,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1987",25.6723776527569,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1988",26.8563354253197,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1989",28.6430680944779,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1990",29.2094715560649,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1991",29.9624053027649,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1992",32.4740049069332,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1993",35.1524007591087,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1994",39.484345643426,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1995",42.3301289201837,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1996",46.8906339289854,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1997",52.473987017971,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1998",58.1793195403093,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","1999",67.6944191234572,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2000",80.0434221493274,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2001",88.9204451489599,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2002",94.6351801939706,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2003",98.0133320523423,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2004",102.264144989527,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2005",106.195,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2006",110.7325,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2007",116.095,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2008",118.64,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2009",113.35,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2010",111.4,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2011",109.19,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2012",101.86,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2013",95.7475000000001,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2014",96.5325000000001,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2016",105.0175,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2017",112.9325,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2018",123.61,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2019",132.564999999994,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1970",1.88442822903187,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1971",2.09524005035101,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1972",2.38316831548104,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1973",3.00017613258396,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1974",4.19046920547119,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1975",4.58123755440045,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1976",4.90773493666676,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1977",5.22908976998156,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1978",5.33964367720805,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1979",5.62500066786233,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1980",6.16628059149534,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1981",7.59895256255013,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1982",9.97708731825286,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1983",10.9716487036285,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1984",12.3829187209521,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1985",14.1378789382328,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1986",15.5881760455515,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1987",18.2520898352185,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1988",20.6365192849204,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1989",21.928190147259,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1990",23.1241816846095,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1991",22.584097087177,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1992",22.743982269657,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1993",23.6806324895399,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1994",26.912327521636,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1995",29.423909756322,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1996",32.4554335734431,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1997",34.4193775781976,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1998",33.8276765007715,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","1999",34.5578608056803,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2000",34.4067881906992,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2001",35.0362574206205,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2002",38.6053479676743,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2003",46.1665323717292,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2004",54.4516064006936,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2005",61.8189142822727,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2006",68.3150367514606,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2007",75.7578809455303,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2008",72.4216940184473,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2009",71.2584348785927,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2010",72.648302943419,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2011",73.5547386358057,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2012",77.0231141003721,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2013",84.000151062,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2014",89.4576492988178,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2016",113.556249360806,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2017",121.195487959851,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2018",125.550156086116,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1970",4.2504881024916,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1971",4.39634101053492,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1972",4.62751498709203,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1973",5.04662591217187,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1974",5.82777488532619,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1975",6.51149642197638,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1976",7.10759091514359,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1977",7.83512597353528,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1978",8.19601103419549,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1979",8.52403595354961,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1980",9.40261236320803,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1981",10.3469090554787,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1982",11.3056180904275,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1983",12.0821551139248,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1984",13.7851175247719,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1985",16.636455400212,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1986",21.8150983713155,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1987",23.4304337386796,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1988",24.313622097995,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1989",22.7501711642722,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1990",21.1008226681876,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1991",19.7979468900852,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1992",18.8000000013468,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1993",18.975,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1994",21.475,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1995",23.05,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1996",25.125,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1997",28.125,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1998",31.2499999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1999",34.7249999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2000",40.25,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2001",43.0249999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2002",45.1749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2003",45.9249999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2004",50.5999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2005",54.7749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2006",62.2749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2007",70.0999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2008",69.3499999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2009",70.6749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2010",76.4749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2011",82.5999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2012",88.1999999999998,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2013",91.7499999999998,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2014",94.2499999999998,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2016",107.025,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2017",112.35,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2018",113.975,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2019",116.79999999676,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2010",105.609999999764,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2011",105.695,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2012",102.005,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2013",97.535,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2014",98.5,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2016",101.8575,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2017",105.7825,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2018",112.7425,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2019",122.522500000258,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1988",40.4701462999655,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1989",47.7943152045527,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1990",54.9766527971652,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1991",65.6281842585633,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1992",73.7891578975625,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1993",74.7224079244067,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1994",76.4272202834746,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1995",77.5987469129174,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1996",78.8638822076666,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1997",81.7260380650703,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1998",85.368266133362,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","1999",93.0328301836143,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2000",100.240697412219,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2001",105.672836626221,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2002",106.330933909589,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2003",107.479767529261,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2004",108.166231074842,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2005",110.622749382583,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2006",112.954456136583,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2007",113.467885482658,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2008",106.308240899817,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2009",106.5375,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2010",107.3575,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2011",102.0925,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2012",94.8725,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2013",93.085,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2014",97.0375,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2016",107.115,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2017",117.015,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2018",129.0325,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2019",141.462500002556,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2005",65.0965121633524,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2006",75.9868996724918,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2007",98.0049501237529,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2008",115.552888822221,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2009",100.817520438011,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2010",96.7849196229905,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2011",95.3298832470811,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2012",92.7548188704716,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2013",93.587339683492,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2014",94.907372684317,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2016",106.702667566689,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2017",112.990324758119,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2018",121.320533013325,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2019",132.395809894978,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1971",1.85556033409215,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1972",1.96802833394155,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1973",2.38974602643304,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1974",3.26129841137838,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1975",3.51432653974369,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1976",4.10794219352646,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1977",5.61346390977682,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1978",7.45020910855582,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1979",7.8416459983457,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1980",8.23308288813559,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1981",8.73528521710562,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1982",9.0264613904421,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1983",10.7735184337535,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1984",11.5896940726742,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1985",12.7543987682151,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1986",14.7132203016248,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1987",20.7069436583449,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1988",26.2220340423132,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1989",32.4085875526963,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1990",37.4620470340436,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1991",42.6728806860904,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1992",42.3861099750381,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1993",42.2602106384786,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1994",42.8932045250696,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1995",44.3935049524038,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1996",45.5231017776461,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1997",47.4640498829387,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1998",49.7722043865299,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","1999",53.2449277532967,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2000",57.2387344852681,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2001",62.6768863838807,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2002",73.3083859155734,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2003",87.9511781982042,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2004",104.076784889203,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2005",119.272135371178,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2006",135.500887522188,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2007",148.791219780494,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2008",146.666166654166,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2009",136.97592439811,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2010",134.555863896597,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2011",124.270606765169,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2012",105.905147628691,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2013",96.2399059976498,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2014",96.5399134978373,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2016",104.622615565389,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2017",111.105277631941,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2018",118.580464511613,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2019",124.715617892519,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1970",4.85945353207529,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1971",5.11382329572147,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1972",5.49702969255848,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1973",5.89345010307953,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1974",6.42861765728294,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1975",7.58154035121498,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1976",8.78296359894947,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1977",10.1760061813187,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1978",11.5860370879121,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1979",12.860161401099,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1980",13.5736710164835,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1981",13.6416243131868,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1982",13.6756009615385,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1983",13.726565934066,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1984",14.0663324175824,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1985",14.6099587912088,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1986",15.5952815934066,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1987",17.5999038461539,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1988",20.7937087912088,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1989",24.7010233516484,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1990",27.6230151098902,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1991",29.5257074175825,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1992",26.7396222527473,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1993",23.7836538461538,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1994",24.8709065934067,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1995",24.93885989011,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1996",25.1427197802199,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1997",26.8075755494506,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1998",29.3558241758242,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","1999",32.1079326923078,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2000",35.7094574175825,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2001",38.5295192307693,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2002",40.975837912088,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2003",43.6939697802199,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2004",47.7711675824177,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2005",52.0400000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2006",58.4575000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2007",65.7350000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2008",66.4725000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2009",68.5625000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2010",73.9650000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2011",75.8725000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2012",76.8250000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2013",80.7850000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2014",88.4025000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2016",108.2425,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2017",115.4275,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2018",114.350000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2019",117.184999998901,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1970",22.8587991786999,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1971",26.182204483513,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1972",31.5598154909984,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1973",37.2307837483747,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1974",37.343450192198,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1975",34.4450813271399,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1976",33.0087888278972,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1977",33.21379428095,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1978",34.6690974617213,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1979",37.5565491449612,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1980",41.2586584361562,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1981",45.4509276680149,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1982",47.7079069975633,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1983",49.6683129197729,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1984",52.4706188576322,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1985",55.039032634791,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1986",58.3304174152943,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1987",62.2750608450143,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1988",71.5934501444444,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1989",80.7148695500849,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1990",80.5249100955145,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1991",79.1711415744408,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1992",75.716759726212,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1993",71.7961511824598,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1994",71.736092159324,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1995",68.9595025633768,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1996",65.3147633689001,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1997",63.0458619473573,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1998",62.4951317902946,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","1999",62.4086527935661,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2000",62.4317436534391,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2001",62.9932890859251,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2002",62.9007839684274,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2003",63.795383108405,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2004",66.1331725508466,
